Gene1,Gene2
Gene_0,Gene_3
Gene_0,Gene_4
Gene_0,Gene_6
Gene_0,Gene_7
Gene_0,Gene_8
Gene_0,Gene_10
Gene_0,Gene_12
Gene_0,Gene_13
Gene_0,Gene_14
Gene_0,Gene_16
Gene_0,Gene_20
Gene_0,Gene_21
Gene_0,Gene_23
Gene_0,Gene_24
Gene_0,Gene_25
Gene_0,Gene_26
Gene_0,Gene_27
Gene_0,Gene_28
Gene_0,Gene_29
Gene_0,Gene_30
Gene_0,Gene_31
Gene_0,Gene_32
Gene_0,Gene_33
Gene_0,Gene_34
Gene_0,Gene_35
Gene_0,Gene_36
Gene_0,Gene_37
Gene_0,Gene_39
Gene_0,Gene_41
Gene_0,Gene_42
Gene_0,Gene_43
Gene_0,Gene_45
Gene_0,Gene_47
Gene_0,Gene_49
Gene_0,Gene_50
Gene_0,Gene_51
Gene_0,Gene_52
Gene_0,Gene_53
Gene_0,Gene_54
Gene_0,Gene_55
Gene_0,Gene_56
Gene_0,Gene_57
Gene_0,Gene_58
Gene_0,Gene_59
Gene_0,Gene_60
Gene_0,Gene_61
Gene_0,Gene_62
Gene_0,Gene_63
Gene_0,Gene_65
Gene_0,Gene_66
Gene_0,Gene_68
Gene_0,Gene_70
Gene_0,Gene_71
Gene_0,Gene_74
Gene_0,Gene_75
Gene_0,Gene_76
Gene_0,Gene_77
Gene_0,Gene_78
Gene_0,Gene_79
Gene_0,Gene_80
Gene_0,Gene_81
Gene_0,Gene_82
Gene_0,Gene_83
Gene_0,Gene_84
Gene_0,Gene_85
Gene_0,Gene_86
Gene_0,Gene_87
Gene_0,Gene_88
Gene_0,Gene_89
Gene_0,Gene_90
Gene_0,Gene_91
Gene_0,Gene_92
Gene_0,Gene_93
Gene_0,Gene_94
Gene_0,Gene_96
Gene_0,Gene_97
Gene_0,Gene_98
Gene_0,Gene_99
Gene_0,Gene_100
Gene_0,Gene_101
Gene_0,Gene_103
Gene_0,Gene_105
Gene_0,Gene_106
Gene_0,Gene_107
Gene_0,Gene_108
Gene_0,Gene_109
Gene_0,Gene_110
Gene_0,Gene_111
Gene_0,Gene_112
Gene_0,Gene_113
Gene_0,Gene_114
Gene_0,Gene_115
Gene_0,Gene_116
Gene_0,Gene_118
Gene_0,Gene_119
Gene_0,Gene_121
Gene_0,Gene_123
Gene_0,Gene_125
Gene_0,Gene_127
Gene_0,Gene_128
Gene_0,Gene_129
Gene_0,Gene_130
Gene_0,Gene_131
Gene_0,Gene_133
Gene_0,Gene_134
Gene_0,Gene_135
Gene_0,Gene_136
Gene_0,Gene_137
Gene_0,Gene_138
Gene_0,Gene_139
Gene_0,Gene_140
Gene_0,Gene_141
Gene_0,Gene_142
Gene_0,Gene_143
Gene_0,Gene_144
Gene_0,Gene_145
Gene_0,Gene_147
Gene_0,Gene_148
Gene_0,Gene_150
Gene_0,Gene_151
Gene_0,Gene_152
Gene_0,Gene_153
Gene_0,Gene_156
Gene_0,Gene_157
Gene_0,Gene_158
Gene_0,Gene_160
Gene_0,Gene_162
Gene_0,Gene_164
Gene_0,Gene_165
Gene_0,Gene_166
Gene_0,Gene_167
Gene_0,Gene_168
Gene_0,Gene_169
Gene_0,Gene_172
Gene_0,Gene_174
Gene_0,Gene_175
Gene_0,Gene_176
Gene_0,Gene_177
Gene_0,Gene_178
Gene_0,Gene_179
Gene_0,Gene_180
Gene_0,Gene_181
Gene_0,Gene_182
Gene_0,Gene_183
Gene_0,Gene_186
Gene_0,Gene_187
Gene_0,Gene_188
Gene_0,Gene_189
Gene_0,Gene_190
Gene_0,Gene_191
Gene_0,Gene_192
Gene_0,Gene_193
Gene_0,Gene_195
Gene_0,Gene_196
Gene_0,Gene_197
Gene_0,Gene_198
Gene_0,Gene_199
Gene_0,Gene_200
Gene_0,Gene_201
Gene_0,Gene_202
Gene_0,Gene_203
Gene_0,Gene_205
Gene_0,Gene_206
Gene_0,Gene_208
Gene_0,Gene_209
Gene_0,Gene_212
Gene_0,Gene_213
Gene_0,Gene_218
Gene_0,Gene_219
Gene_0,Gene_220
Gene_0,Gene_222
Gene_0,Gene_223
Gene_0,Gene_224
Gene_0,Gene_225
Gene_0,Gene_226
Gene_0,Gene_228
Gene_0,Gene_229
Gene_0,Gene_230
Gene_0,Gene_231
Gene_0,Gene_232
Gene_0,Gene_233
Gene_0,Gene_235
Gene_0,Gene_236
Gene_0,Gene_237
Gene_0,Gene_238
Gene_0,Gene_239
Gene_0,Gene_240
Gene_0,Gene_241
Gene_0,Gene_242
Gene_0,Gene_243
Gene_0,Gene_244
Gene_0,Gene_245
Gene_0,Gene_248
Gene_0,Gene_249
Gene_0,Gene_250
Gene_0,Gene_251
Gene_0,Gene_252
Gene_0,Gene_254
Gene_0,Gene_255
Gene_0,Gene_257
Gene_0,Gene_259
Gene_0,Gene_260
Gene_0,Gene_261
Gene_0,Gene_263
Gene_0,Gene_264
Gene_0,Gene_265
Gene_0,Gene_267
Gene_0,Gene_268
Gene_0,Gene_271
Gene_0,Gene_273
Gene_0,Gene_274
Gene_0,Gene_275
Gene_0,Gene_276
Gene_0,Gene_277
Gene_0,Gene_279
Gene_0,Gene_281
Gene_0,Gene_282
Gene_0,Gene_283
Gene_0,Gene_284
Gene_0,Gene_285
Gene_0,Gene_287
Gene_0,Gene_288
Gene_0,Gene_289
Gene_0,Gene_290
Gene_0,Gene_291
Gene_0,Gene_293
Gene_0,Gene_294
Gene_0,Gene_296
Gene_0,Gene_297
Gene_0,Gene_300
Gene_0,Gene_302
Gene_0,Gene_303
Gene_0,Gene_304
Gene_0,Gene_305
Gene_0,Gene_308
Gene_0,Gene_309
Gene_0,Gene_312
Gene_0,Gene_313
Gene_0,Gene_314
Gene_0,Gene_315
Gene_0,Gene_316
Gene_0,Gene_317
Gene_0,Gene_319
Gene_0,Gene_320
Gene_0,Gene_321
Gene_0,Gene_323
Gene_0,Gene_324
Gene_0,Gene_325
Gene_0,Gene_326
Gene_0,Gene_327
Gene_0,Gene_328
Gene_0,Gene_330
Gene_0,Gene_331
Gene_0,Gene_333
Gene_0,Gene_334
Gene_0,Gene_335
Gene_0,Gene_336
Gene_0,Gene_337
Gene_0,Gene_339
Gene_0,Gene_340
Gene_0,Gene_342
Gene_0,Gene_343
Gene_0,Gene_344
Gene_0,Gene_346
Gene_0,Gene_347
Gene_0,Gene_349
Gene_0,Gene_350
Gene_0,Gene_351
Gene_0,Gene_352
Gene_0,Gene_354
Gene_0,Gene_355
