Gene1,Gene2
Gene_11,Gene_7
Gene_11,Gene_10
Gene_11,Gene_11
Gene_11,Gene_12
Gene_11,Gene_16
Gene_11,Gene_20
Gene_11,Gene_22
Gene_11,Gene_23
Gene_11,Gene_25
Gene_11,Gene_26
Gene_11,Gene_33
Gene_11,Gene_35
Gene_11,Gene_44
Gene_11,Gene_48
Gene_11,Gene_49
Gene_11,Gene_58
Gene_11,Gene_72
Gene_11,Gene_86
Gene_11,Gene_87
Gene_11,Gene_94
Gene_11,Gene_98
Gene_11,Gene_101
Gene_11,Gene_102
Gene_11,Gene_104
Gene_11,Gene_114
Gene_11,Gene_117
Gene_11,Gene_118
Gene_11,Gene_127
Gene_11,Gene_134
Gene_11,Gene_136
Gene_11,Gene_142
Gene_11,Gene_143
Gene_11,Gene_148
Gene_11,Gene_153
Gene_11,Gene_158
Gene_11,Gene_164
Gene_11,Gene_165
Gene_11,Gene_167
Gene_11,Gene_175
Gene_11,Gene_176
Gene_11,Gene_180
Gene_11,Gene_181
Gene_11,Gene_183
Gene_11,Gene_185
Gene_11,Gene_186
Gene_11,Gene_191
Gene_11,Gene_194
Gene_11,Gene_195
Gene_11,Gene_196
Gene_11,Gene_200
Gene_11,Gene_205
Gene_11,Gene_206
Gene_11,Gene_214
Gene_11,Gene_216
Gene_11,Gene_221
Gene_11,Gene_222
Gene_11,Gene_227
Gene_11,Gene_228
Gene_11,Gene_234
Gene_11,Gene_239
Gene_11,Gene_240
Gene_11,Gene_245
Gene_11,Gene_255
Gene_11,Gene_258
Gene_11,Gene_264
Gene_11,Gene_268
Gene_11,Gene_273
Gene_11,Gene_278
Gene_11,Gene_280
Gene_11,Gene_285
Gene_11,Gene_292
Gene_11,Gene_297
Gene_11,Gene_299
Gene_11,Gene_302
Gene_11,Gene_310
Gene_11,Gene_311
Gene_11,Gene_314
Gene_11,Gene_317
Gene_11,Gene_318
Gene_11,Gene_319
Gene_11,Gene_333
Gene_11,Gene_339
Gene_11,Gene_344
Gene_11,Gene_349
Gene_11,Gene_350
Gene_11,Gene_353
Gene_11,Gene_354
Gene_11,Gene_366
Gene_11,Gene_367
Gene_11,Gene_374
Gene_11,Gene_377
Gene_11,Gene_381
Gene_11,Gene_383
Gene_11,Gene_385
Gene_11,Gene_389
Gene_11,Gene_398
Gene_11,Gene_401
Gene_11,Gene_404
Gene_11,Gene_406
Gene_11,Gene_407
Gene_11,Gene_408
Gene_11,Gene_413
Gene_11,Gene_427
Gene_11,Gene_429
Gene_11,Gene_431
Gene_11,Gene_436
Gene_11,Gene_437
Gene_11,Gene_440
Gene_11,Gene_456
Gene_11,Gene_459
Gene_11,Gene_463
Gene_11,Gene_466
Gene_11,Gene_469
Gene_11,Gene_474
Gene_11,Gene_477
Gene_11,Gene_478
Gene_11,Gene_484
Gene_11,Gene_494
