Gene1,Gene2
Gene_1,Gene_0
Gene_1,Gene_2
Gene_1,Gene_3
Gene_1,Gene_4
Gene_1,Gene_5
Gene_1,Gene_6
Gene_1,Gene_7
Gene_1,Gene_8
Gene_1,Gene_9
Gene_1,Gene_10
Gene_1,Gene_11
Gene_1,Gene_12
Gene_1,Gene_13
Gene_1,Gene_15
Gene_1,Gene_16
Gene_1,Gene_18
Gene_1,Gene_19
Gene_1,Gene_20
Gene_1,Gene_21
Gene_1,Gene_22
Gene_1,Gene_23
Gene_1,Gene_24
Gene_1,Gene_25
Gene_1,Gene_26
Gene_1,Gene_27
Gene_1,Gene_28
Gene_1,Gene_29
Gene_1,Gene_30
Gene_1,Gene_31
Gene_1,Gene_32
Gene_1,Gene_33
Gene_1,Gene_34
Gene_1,Gene_35
Gene_1,Gene_36
Gene_1,Gene_37
Gene_1,Gene_38
Gene_1,Gene_39
Gene_1,Gene_40
Gene_1,Gene_41
Gene_1,Gene_42
Gene_1,Gene_43
Gene_1,Gene_45
Gene_1,Gene_46
Gene_1,Gene_47
Gene_1,Gene_48
Gene_1,Gene_49
Gene_1,Gene_50
Gene_1,Gene_51
Gene_1,Gene_52
Gene_1,Gene_53
Gene_1,Gene_54
Gene_1,Gene_55
Gene_1,Gene_57
Gene_1,Gene_58
Gene_1,Gene_59
Gene_1,Gene_60
Gene_1,Gene_61
Gene_1,Gene_63
Gene_1,Gene_64
Gene_1,Gene_65
Gene_1,Gene_66
Gene_1,Gene_68
Gene_1,Gene_69
Gene_1,Gene_70
Gene_1,Gene_71
Gene_1,Gene_72
Gene_1,Gene_73
Gene_1,Gene_77
Gene_1,Gene_80
Gene_1,Gene_81
Gene_1,Gene_86
Gene_1,Gene_88
Gene_1,Gene_89
Gene_1,Gene_91
Gene_1,Gene_92
Gene_1,Gene_98
Gene_14,Gene_0
Gene_14,Gene_2
Gene_14,Gene_3
Gene_14,Gene_4
Gene_14,Gene_5
Gene_14,Gene_6
Gene_14,Gene_7
Gene_14,Gene_8
Gene_14,Gene_9
Gene_14,Gene_10
Gene_14,Gene_11
Gene_14,Gene_12
Gene_14,Gene_13
Gene_14,Gene_15
Gene_14,Gene_16
Gene_14,Gene_18
Gene_14,Gene_19
Gene_14,Gene_20
Gene_14,Gene_21
Gene_14,Gene_22
Gene_14,Gene_23
Gene_14,Gene_24
Gene_14,Gene_25
Gene_14,Gene_26
Gene_14,Gene_27
Gene_14,Gene_28
Gene_14,Gene_29
Gene_14,Gene_30
Gene_14,Gene_31
Gene_14,Gene_32
Gene_14,Gene_33
Gene_14,Gene_34
Gene_14,Gene_35
Gene_14,Gene_36
Gene_14,Gene_37
Gene_14,Gene_38
Gene_14,Gene_39
Gene_14,Gene_40
Gene_14,Gene_41
Gene_14,Gene_42
Gene_14,Gene_43
Gene_14,Gene_45
Gene_14,Gene_46
Gene_14,Gene_47
Gene_14,Gene_48
Gene_14,Gene_49
Gene_14,Gene_50
Gene_14,Gene_51
Gene_14,Gene_52
Gene_14,Gene_53
Gene_14,Gene_54
Gene_14,Gene_55
Gene_14,Gene_57
Gene_14,Gene_58
Gene_14,Gene_59
Gene_14,Gene_60
Gene_14,Gene_61
Gene_14,Gene_63
Gene_14,Gene_64
Gene_14,Gene_65
Gene_14,Gene_66
Gene_14,Gene_68
Gene_14,Gene_69
Gene_14,Gene_70
Gene_14,Gene_71
Gene_14,Gene_72
Gene_14,Gene_73
Gene_14,Gene_77
Gene_14,Gene_80
Gene_14,Gene_81
Gene_14,Gene_86
Gene_14,Gene_88
Gene_14,Gene_89
Gene_14,Gene_91
Gene_14,Gene_92
Gene_14,Gene_98
Gene_17,Gene_1
Gene_17,Gene_14
Gene_44,Gene_1
Gene_44,Gene_14
Gene_56,Gene_1
Gene_56,Gene_14
Gene_62,Gene_52
Gene_62,Gene_53
Gene_62,Gene_54
Gene_62,Gene_55
Gene_62,Gene_60
Gene_62,Gene_61
Gene_62,Gene_63
Gene_62,Gene_64
Gene_62,Gene_65
Gene_62,Gene_66
Gene_62,Gene_68
Gene_62,Gene_70
Gene_62,Gene_71
Gene_62,Gene_72
Gene_62,Gene_73
Gene_62,Gene_75
Gene_62,Gene_76
Gene_62,Gene_77
Gene_62,Gene_78
Gene_62,Gene_79
Gene_62,Gene_80
Gene_62,Gene_83
Gene_62,Gene_85
Gene_62,Gene_86
Gene_62,Gene_87
Gene_62,Gene_88
Gene_62,Gene_90
Gene_62,Gene_91
Gene_62,Gene_94
Gene_62,Gene_95
Gene_62,Gene_96
Gene_62,Gene_97
Gene_62,Gene_98
Gene_62,Gene_99
Gene_84,Gene_61
Gene_84,Gene_63
Gene_84,Gene_64
Gene_84,Gene_70
Gene_84,Gene_71
Gene_84,Gene_75
Gene_84,Gene_77
Gene_84,Gene_83
Gene_84,Gene_88
Gene_84,Gene_97
Gene_84,Gene_99
Gene_93,Gene_47
Gene_93,Gene_69
Gene_93,Gene_89
