DS,iter,Clean,Noisy,SAUCIE,scScope,DeepImpute,MAGIC t=7
1,22,0.6869826802830865,0.4812730461408207,0.548759944553989,0.5152981814535957,0.5280934147517582,0.47132729856658373
1,23,0.685228507907104,0.47668132389287016,0.5254524085753526,0.5442306865979479,0.5287845005800824,0.4681428132643918
1,24,0.6848644644224082,0.47594766685923173,0.5213958103568184,0.5067986612748445,0.5263006497877805,0.47492834510208337
1,25,0.6787011883334209,0.4714808731951003,0.5212617309531653,0.4802843597370293,0.5273319073968862,0.46997616012502413
1,26,0.6887193467428653,0.47826600717105994,0.5547744203552427,0.51983121909609,0.5453017303802443,0.464992941932876
1,27,0.6950139172033821,0.4776063524195563,0.5328295608083914,0.5568795067787682,0.5323895257329011,0.48007508446604563
1,28,0.6747898096470331,0.48106456659330094,0.5515732248603108,0.47592677911830655,0.5273346924290095,0.46970123766827565
1,29,0.6861742252438494,0.4765150176889326,0.5119820039181424,0.49303602717554773,0.5378521673119985,0.4778184127226633
2,0,0.8096753526096596,0.4457723291743878,0.4405377018817795,0.45112613387850253,0.5048751246654863,0.4869076623063214
2,1,0.8078561706060211,0.4440976835078003,0.45587037051420565,0.47508210718635974,0.5035745456344153,0.4924375051014227
2,2,0.8051750903675736,0.44359580843259905,0.43523006922673263,0.496689473347851,0.499561109355563,0.48905351523627205
2,3,0.802687947996897,0.44640761045747035,0.4310206184007689,0.4570526823842949,0.4931502694164408,0.48803678175203874
2,4,0.8065882842854103,0.4438734430185216,0.4458944935157595,0.49638111371877,0.5049309878848108,0.490998491682177
2,5,0.8020412940328581,0.4456010985143158,0.4395547730308031,0.41800626519440454,0.5067509384233234,0.48660487591772805
2,6,0.8031099499512103,0.44745762259187294,0.4565083035151341,0.4154907960454248,0.49022623404693977,0.49105841559994984
2,7,0.8095243763864118,0.4444876577250904,0.4348423243056376,0.44837560752068606,0.5054476776960959,0.49077031858359565
2,8,0.8068594517321264,0.44583965500960054,0.4515535918853618,0.4630272343414085,0.49573177260797274,0.4921477402008738
2,9,0.801815829883443,0.44375017493025615,0.45856854384034973,0.48343357399103565,0.49410329626515215,0.4879130040324916
2,10,0.8077850838554669,0.4432468826985494,0.4233047353875835,0.43750718355269963,0.5032468390937339,0.4911848477626437
2,11,0.8037287077344996,0.44626199217593343,0.45766125844315275,0.44220689694642284,0.500287238546548,0.4873846771860559
2,12,0.8089637383716517,0.43663222567563276,0.44747594206500685,0.46971902555773626,0.5072536801442339,0.4905135516272159
2,13,0.8083071861144825,0.43838476044400065,0.42333961924002533,0.47510466177720423,0.5077559149591634,0.48981024955717267
2,14,0.8000251545279718,0.44630660807814637,0.4210117434581535,0.4658531316229072,0.4978142786421297,0.4887620660997223
2,15,0.8034049419790236,0.4372738351075724,0.4643010781699441,0.4786021086471211,0.5067158637998136,0.4916328545388321
2,16,0.8095512587551998,0.445329530448357,0.4221131574941893,0.4939911501301535,0.5027600567353157,0.4876839043315797
2,17,0.806084190815218,0.44605442235270054,0.41622254480701393,0.4422638530114371,0.5042717866350968,0.49076299297458287
2,18,0.8031847921665038,0.44896535447512814,0.4551815724959355,0.514886795766899,0.5095379129563398,0.4883386033840879
2,19,0.8054401912943259,0.44137088089494525,0.43794990324500227,0.4580942433603834,0.496696294776184,0.4905154811403041
2,20,0.8113277679962183,0.4439835887826067,0.4492992774273268,0.4828155029835913,0.5058207332449518,0.48418521744972054
2,21,0.8033246927666016,0.4411627687368189,0.428696830570355,0.436298212788502,0.5009074189369446,0.4880296850683077
2,22,0.8108378297392745,0.4441898286589653,0.4378722703215133,0.4573859703413671,0.5063164763929661,0.49160948235769597
2,23,0.8037315747511221,0.44544031393286954,0.42535656543399936,0.46637748770582665,0.5028530113008692,0.4893964834623967
2,24,0.803177199477996,0.4406484008819619,0.42052891823674665,0.4757533433651662,0.4947621868305554,0.4881602923920907
2,25,0.8063904546878515,0.446002758822174,0.4584701713764637,0.4569842936817031,0.5022624767344462,0.48795854926233595
2,26,0.804431895341902,0.44497850895785984,0.447249573115669,0.40239556135681287,0.49613110005819877,0.4898550371533469
2,27,0.8070525992626153,0.44340353027312013,0.4285299222376247,0.4726415647370037,0.5115140559441608,0.48587995130977285
2,28,0.8069975318311746,0.444980351261317,0.39438547665309603,0.5100084307185568,0.49809841307087055,0.488415636741363
2,29,0.8046969417626347,0.4424840546046753,0.45190637664558786,0.4776088972355773,0.5075340645588371,0.49275536785499324
